Date,Name,Status, Effort 
17-03-2023,Employee 10,Billable, 5.833 
17-03-2023,Employee 12,Billable, 8.500 
17-03-2023,Employee 14,Billable, 8.500 
17-03-2023,Employee 15,Non-Billable, 7.000 
17-03-2023,Employee 17,Billable, 5.000 
17-03-2023,Employee 19,Non-Billable, 7.000 
17-03-2023,Employee 20,Billable, 5.833 
17-03-2023,Employee 21,Billable, 13.000 
17-03-2023,Employee 22,Billable, 8.167 
17-03-2023,Employee 24,Billable, 7.250 
17-03-2023,Employee 25,Billable, 7.417 
17-03-2023,Employee 26,Non-Billable, 8.500 
17-03-2023,Employee 28,Non-Billable, 7.000 
17-03-2023,Employee 29,Non-Billable, 7.500 
17-03-2023,Employee 30,Billable, 8.000 
20-03-2023,Employee 03,Billable, 10.000 
20-03-2023,Employee 05,Billable, 5.083 
20-03-2023,Employee 06,Non-Billable, 7.750 
20-03-2023,Employee 07,Billable, 7.083 
20-03-2023,Employee 07,Non-Billable, 0.750 
20-03-2023,Employee 08,Billable, 6.333 
20-03-2023,Employee 10,Billable, 4.250 
20-03-2023,Employee 12,Billable, 8.000 
20-03-2023,Employee 14,Billable, 7.500 
20-03-2023,Employee 17,Billable, 6.000 
20-03-2023,Employee 19,Non-Billable, 7.167 
20-03-2023,Employee 20,Billable, 4.333 
20-03-2023,Employee 20,Non-Billable, 0.500 
20-03-2023,Employee 21,Billable, 12.500 
20-03-2023,Employee 22,Billable, 8.500 
20-03-2023,Employee 24,Billable, 6.250 
20-03-2023,Employee 24,Non-Billable, 1.500 
20-03-2023,Employee 25,Billable, 7.500 
20-03-2023,Employee 26,Non-Billable, 7.333 
20-03-2023,Employee 28,Non-Billable, 8.000 
20-03-2023,Employee 29,Non-Billable, 8.250 
20-03-2023,Employee 30,Billable, 8.500 
21-03-2023,Employee 03,Billable, 11.500 
21-03-2023,Employee 05,Billable, 6.417 
21-03-2023,Employee 06,Non-Billable, 7.750 
21-03-2023,Employee 08,Billable, 8.417 
21-03-2023,Employee 10,Billable, 4.333 
21-03-2023,Employee 14,Billable, 8.000 
21-03-2023,Employee 15,Non-Billable, 7.000 
21-03-2023,Employee 17,Billable, 7.967 
21-03-2023,Employee 17,Non-Billable, 0.500 
21-03-2023,Employee 19,Non-Billable, 7.333 
21-03-2023,Employee 20,Billable, 6.000 
21-03-2023,Employee 21,Billable, 12.500 
21-03-2023,Employee 22,Billable, 8.000 
21-03-2023,Employee 24,Billable, 7.000 
21-03-2023,Employee 24,Non-Billable, 0.750 
21-03-2023,Employee 25,Billable, 7.583 
21-03-2023,Employee 28,Non-Billable, 8.000 
21-03-2023,Employee 29,Non-Billable, 8.500 
21-03-2023,Employee 30,Billable, 8.000 
22-03-2023,Employee 03,Billable, 8.500 
22-03-2023,Employee 05,Billable, 6.000 
22-03-2023,Employee 06,Non-Billable, 8.000 
22-03-2023,Employee 07,Billable, 3.000 
22-03-2023,Employee 08,Billable, 7.167 
22-03-2023,Employee 10,Billable, 5.167 
22-03-2023,Employee 14,Billable, 7.250 
22-03-2023,Employee 15,Non-Billable, 7.500 
22-03-2023,Employee 17,Billable, 6.000 
22-03-2023,Employee 19,Non-Billable, 8.000 
22-03-2023,Employee 20,Billable, 3.500 
22-03-2023,Employee 21,Billable, 12.500 
22-03-2023,Employee 22,Billable, 8.000 
22-03-2023,Employee 24,Billable, 8.000 
22-03-2023,Employee 25,Billable, 7.750 
22-03-2023,Employee 26,Non-Billable, 8.250 
22-03-2023,Employee 29,Non-Billable, 8.000 
22-03-2023,Employee 30,Billable, 8.000 
23-03-2023,Employee 03,Billable, 7.000 
23-03-2023,Employee 05,Billable, 6.583 
23-03-2023,Employee 06,Non-Billable, 4.000 
23-03-2023,Employee 07,Billable, 4.500 
23-03-2023,Employee 08,Billable, 8.583 
23-03-2023,Employee 09,Billable, 2.000 
23-03-2023,Employee 10,Billable, 5.250 
23-03-2023,Employee 12,Billable, 7.500 
23-03-2023,Employee 14,Billable, 7.500 
23-03-2023,Employee 15,Non-Billable, 7.500 
23-03-2023,Employee 17,Billable, 6.000 
23-03-2023,Employee 19,Non-Billable, 5.000 
23-03-2023,Employee 20,Billable, 9.000 
23-03-2023,Employee 21,Billable, 12.500 
23-03-2023,Employee 22,Billable, 7.250 
23-03-2023,Employee 24,Billable, 4.500 
23-03-2023,Employee 25,Billable, 7.250 
23-03-2023,Employee 26,Non-Billable, 5.000 
23-03-2023,Employee 28,Non-Billable, 6.000 
23-03-2023,Employee 29,Non-Billable, 5.500 
23-03-2023,Employee 30,Billable, 8.000 
24-03-2023,Employee 05,Billable, 5.833 
24-03-2023,Employee 06,Non-Billable, 8.000 
24-03-2023,Employee 07,Billable, 8.000 
24-03-2023,Employee 08,Billable, 6.583 
24-03-2023,Employee 10,Billable, 4.367 
24-03-2023,Employee 12,Billable, 8.000 
24-03-2023,Employee 14,Billable, 7.250 
24-03-2023,Employee 15,Non-Billable, 6.500 
24-03-2023,Employee 17,Billable, 5.500 
24-03-2023,Employee 19,Non-Billable, 7.500 
24-03-2023,Employee 20,Billable, 7.000 
24-03-2023,Employee 21,Billable, 13.000 
24-03-2023,Employee 22,Billable, 8.000 
24-03-2023,Employee 24,Billable, 6.250 
24-03-2023,Employee 24,Non-Billable, 1.250 
24-03-2023,Employee 25,Billable, 6.250 
24-03-2023,Employee 25,Non-Billable, 1.250 
24-03-2023,Employee 28,Non-Billable, 7.750 
24-03-2023,Employee 29,Non-Billable, 7.500 
24-03-2023,Employee 30,Billable, 8.000 
25-03-2023,Employee 08,Billable, 4.250 
26-03-2023,Employee 20,Billable, 11.250 
27-03-2023,Employee 03,Billable, 7.500 
27-03-2023,Employee 05,Billable, 6.000 
27-03-2023,Employee 06,Non-Billable, 7.750 
27-03-2023,Employee 07,Billable, 8.417 
27-03-2023,Employee 07,Non-Billable, 0.500 
27-03-2023,Employee 08,Billable, 6.000 
27-03-2023,Employee 12,Billable, 8.000 
27-03-2023,Employee 14,Billable, 7.250 
27-03-2023,Employee 15,Non-Billable, 7.250 
27-03-2023,Employee 19,Non-Billable, 7.500 
27-03-2023,Employee 20,Billable, 10.667 
27-03-2023,Employee 21,Billable, 13.000 
27-03-2023,Employee 22,Billable, 7.000 
27-03-2023,Employee 24,Billable, 7.250 
27-03-2023,Employee 25,Billable, 7.417 
27-03-2023,Employee 26,Non-Billable, 8.000 
27-03-2023,Employee 28,Non-Billable, 6.000 
27-03-2023,Employee 29,Non-Billable, 9.250 
27-03-2023,Employee 30,Billable, 8.000 
28-03-2023,Employee 03,Billable, 9.000 
28-03-2023,Employee 03,Non-Billable, 0.500 
28-03-2023,Employee 05,Billable, 6.000 
28-03-2023,Employee 06,Non-Billable, 8.000 
28-03-2023,Employee 07,Billable, 4.833 
28-03-2023,Employee 07,Non-Billable, 2.750 
28-03-2023,Employee 08,Billable, 8.750 
28-03-2023,Employee 10,Billable, 4.667 
28-03-2023,Employee 12,Billable, 6.250 
28-03-2023,Employee 14,Billable, 7.500 
28-03-2023,Employee 15,Non-Billable, 7.000 
28-03-2023,Employee 17,Billable, 5.283 
28-03-2023,Employee 19,Non-Billable, 8.000 
28-03-2023,Employee 20,Billable, 9.667 
28-03-2023,Employee 21,Billable, 13.000 
28-03-2023,Employee 22,Billable, 7.833 
28-03-2023,Employee 24,Billable, 8.167 
28-03-2023,Employee 25,Billable, 7.250 
28-03-2023,Employee 26,Non-Billable, 7.500 
28-03-2023,Employee 28,Non-Billable, 7.500 
28-03-2023,Employee 29,Non-Billable, 8.750 
28-03-2023,Employee 30,Billable, 8.000 
29-03-2023,Employee 03,Billable, 10.500 
29-03-2023,Employee 05,Billable, 5.667 
29-03-2023,Employee 07,Billable, 6.000 
29-03-2023,Employee 07,Non-Billable, 2.250 
29-03-2023,Employee 08,Billable, 8.667 
29-03-2023,Employee 10,Billable, 5.417 
29-03-2023,Employee 12,Billable, 6.500 
29-03-2023,Employee 14,Billable, 8.000 
29-03-2023,Employee 15,Non-Billable, 7.500 
29-03-2023,Employee 17,Billable, 5.000 
29-03-2023,Employee 19,Non-Billable, 7.500 
29-03-2023,Employee 20,Billable, 10.000 
29-03-2023,Employee 21,Billable, 13.000 
29-03-2023,Employee 22,Billable, 7.250 
29-03-2023,Employee 24,Billable, 7.750 
29-03-2023,Employee 25,Billable, 5.750 
29-03-2023,Employee 25,Non-Billable, 1.750 
29-03-2023,Employee 26,Non-Billable, 8.000 
29-03-2023,Employee 28,Non-Billable, 8.000 
29-03-2023,Employee 29,Non-Billable, 9.000 
29-03-2023,Employee 30,Billable, 7.000 
30-03-2023,Employee 03,Billable, 9.500 
30-03-2023,Employee 05,Billable, 6.500 
30-03-2023,Employee 06,Non-Billable, 7.500 
30-03-2023,Employee 07,Billable, 6.000 
30-03-2023,Employee 07,Non-Billable, 2.000 
30-03-2023,Employee 08,Billable, 9.583 
30-03-2023,Employee 10,Billable, 5.583 
30-03-2023,Employee 12,Billable, 7.000 
30-03-2023,Employee 14,Billable, 7.750 
30-03-2023,Employee 15,Non-Billable, 8.000 
30-03-2023,Employee 17,Billable, 8.250 
30-03-2023,Employee 19,Non-Billable, 7.000 
30-03-2023,Employee 20,Billable, 9.000 
30-03-2023,Employee 21,Billable, 3.000 
30-03-2023,Employee 22,Billable, 7.250 
30-03-2023,Employee 24,Billable, 8.250 
30-03-2023,Employee 25,Billable, 7.750 
30-03-2023,Employee 26,Non-Billable, 7.250 
30-03-2023,Employee 28,Non-Billable, 6.000 
30-03-2023,Employee 29,Non-Billable, 7.750 
30-03-2023,Employee 30,Billable, 8.000 
31-03-2023,Employee 03,Billable, 10.000 
31-03-2023,Employee 05,Billable, 6.000 
31-03-2023,Employee 06,Non-Billable, 7.750 
31-03-2023,Employee 07,Billable, 8.000 
31-03-2023,Employee 08,Billable, 7.333 
31-03-2023,Employee 10,Billable, 6.000 
31-03-2023,Employee 12,Billable, 6.000 
31-03-2023,Employee 14,Billable, 7.750 
31-03-2023,Employee 15,Non-Billable, 5.500 
31-03-2023,Employee 17,Billable, 6.300 
31-03-2023,Employee 19,Non-Billable, 7.000 
31-03-2023,Employee 20,Billable, 10.083 
31-03-2023,Employee 22,Billable, 7.500 
31-03-2023,Employee 24,Billable, 8.000 
31-03-2023,Employee 25,Billable, 8.000 
31-03-2023,Employee 26,Non-Billable, 7.500 
31-03-2023,Employee 28,Non-Billable, 6.500 
31-03-2023,Employee 29,Non-Billable, 7.500 
31-03-2023,Employee 30,Billable, 8.500 
03-04-2023,Employee 03,Billable, 11.000 
03-04-2023,Employee 05,Billable, 6.200 
03-04-2023,Employee 06,Non-Billable, 7.750 
03-04-2023,Employee 07,Billable, 6.833 
03-04-2023,Employee 07,Non-Billable, 1.500 
03-04-2023,Employee 08,Billable, 6.667 
03-04-2023,Employee 10,Billable, 9.933 
03-04-2023,Employee 12,Billable, 6.500 
03-04-2023,Employee 14,Billable, 8.250 
03-04-2023,Employee 15,Billable, 8.000 
03-04-2023,Employee 17,Billable, 1.000 
03-04-2023,Employee 19,Non-Billable, 7.250 
03-04-2023,Employee 20,Billable, 6.500 
03-04-2023,Employee 21,Billable, 10.000 
03-04-2023,Employee 24,Billable, 7.917 
03-04-2023,Employee 25,Billable, 7.417 
03-04-2023,Employee 26,Non-Billable, 8.083 
03-04-2023,Employee 28,Non-Billable, 7.500 
03-04-2023,Employee 29,Non-Billable, 7.500 
03-04-2023,Employee 30,Billable, 8.000 
04-04-2023,Employee 03,Billable, 9.000 
04-04-2023,Employee 05,Billable, 6.500 
04-04-2023,Employee 06,Non-Billable, 7.750 
04-04-2023,Employee 07,Billable, 6.000 
04-04-2023,Employee 07,Non-Billable, 2.000 
04-04-2023,Employee 08,Billable, 8.917 
04-04-2023,Employee 10,Billable, 7.183 
04-04-2023,Employee 12,Billable, 6.500 
04-04-2023,Employee 14,Billable, 7.500 
04-04-2023,Employee 15,Billable, 8.000 
04-04-2023,Employee 17,Billable, 7.300 
04-04-2023,Employee 19,Non-Billable, 7.000 
04-04-2023,Employee 20,Billable, 7.750 
04-04-2023,Employee 21,Billable, 11.000 
04-04-2023,Employee 25,Billable, 7.583 
04-04-2023,Employee 26,Non-Billable, 7.583 
04-04-2023,Employee 28,Non-Billable, 7.000 
04-04-2023,Employee 29,Non-Billable, 9.000 
04-04-2023,Employee 30,Billable, 7.500 
05-04-2023,Employee 03,Billable, 10.000 
05-04-2023,Employee 05,Billable, 6.500 
05-04-2023,Employee 06,Non-Billable, 7.583 
05-04-2023,Employee 07,Billable, 5.000 
05-04-2023,Employee 07,Non-Billable, 2.750 
05-04-2023,Employee 08,Billable, 7.583 
05-04-2023,Employee 10,Billable, 7.833 
05-04-2023,Employee 12,Billable, 6.500 
05-04-2023,Employee 14,Billable, 7.667 
05-04-2023,Employee 15,Billable, 6.500 
05-04-2023,Employee 15,Non-Billable, 1.500 
05-04-2023,Employee 17,Billable, 6.000 
05-04-2023,Employee 19,Billable, 0.500 
05-04-2023,Employee 19,Non-Billable, 6.500 
05-04-2023,Employee 20,Billable, 9.083 
05-04-2023,Employee 21,Billable, 10.000 
05-04-2023,Employee 22,Billable, 7.500 
05-04-2023,Employee 25,Billable, 7.500 
05-04-2023,Employee 26,Non-Billable, 7.750 
05-04-2023,Employee 28,Non-Billable, 8.000 
05-04-2023,Employee 29,Non-Billable, 7.500 
05-04-2023,Employee 30,Billable, 7.500 
06-04-2023,Employee 03,Billable, 7.000 
06-04-2023,Employee 05,Billable, 5.917 
06-04-2023,Employee 06,Non-Billable, 7.750 
06-04-2023,Employee 07,Billable, 5.917 
06-04-2023,Employee 07,Non-Billable, 2.000 
06-04-2023,Employee 08,Billable, 6.500 
06-04-2023,Employee 10,Billable, 6.150 
06-04-2023,Employee 12,Billable, 6.500 
06-04-2023,Employee 14,Billable, 7.750 
06-04-2023,Employee 15,Billable, 6.500 
06-04-2023,Employee 15,Non-Billable, 2.000 
06-04-2023,Employee 17,Billable, 8.000 
06-04-2023,Employee 19,Billable, 0.500 
06-04-2023,Employee 19,Non-Billable, 6.500 
06-04-2023,Employee 20,Billable, 10.417 
06-04-2023,Employee 21,Billable, 9.000 
06-04-2023,Employee 22,Non-Billable, 7.500 
06-04-2023,Employee 25,Billable, 7.250 
06-04-2023,Employee 26,Non-Billable, 7.083 
06-04-2023,Employee 28,Non-Billable, 8.000 
06-04-2023,Employee 29,Non-Billable, 8.250 
06-04-2023,Employee 30,Billable, 4.500 
07-04-2023,Employee 03,Billable, 7.500 
07-04-2023,Employee 05,Billable, 6.750 
07-04-2023,Employee 06,Non-Billable, 7.500 
07-04-2023,Employee 07,Billable, 5.250 
07-04-2023,Employee 07,Non-Billable, 3.000 
07-04-2023,Employee 08,Billable, 6.417 
07-04-2023,Employee 10,Billable, 5.333 
07-04-2023,Employee 14,Billable, 8.250 
07-04-2023,Employee 15,Billable, 8.950 
07-04-2023,Employee 17,Billable, 5.500 
07-04-2023,Employee 19,Billable, 0.500 
07-04-2023,Employee 19,Non-Billable, 6.500 
07-04-2023,Employee 20,Billable, 6.500 
07-04-2023,Employee 21,Billable, 9.000 
07-04-2023,Employee 22,Non-Billable, 5.500 
07-04-2023,Employee 25,Billable, 7.500 
07-04-2023,Employee 28,Non-Billable, 7.000 
07-04-2023,Employee 29,Non-Billable, 8.250 
07-04-2023,Employee 30,Billable, 3.500 
09-04-2023,Employee 08,Billable, 2.500 
10-04-2023,Employee 05,Billable, 6.000 
10-04-2023,Employee 06,Non-Billable, 7.833 
10-04-2023,Employee 07,Billable, 5.500 
10-04-2023,Employee 07,Non-Billable, 1.500 
10-04-2023,Employee 08,Billable, 8.583 
10-04-2023,Employee 10,Billable, 6.433 
10-04-2023,Employee 12,Billable, 7.000 
10-04-2023,Employee 14,Billable, 7.667 
10-04-2023,Employee 15,Billable, 6.250 
10-04-2023,Employee 15,Non-Billable, 1.500 
10-04-2023,Employee 17,Billable, 6.000 
10-04-2023,Employee 19,Billable, 0.500 
10-04-2023,Employee 19,Non-Billable, 6.500 
10-04-2023,Employee 20,Billable, 9.750 
10-04-2023,Employee 21,Billable, 10.500 
10-04-2023,Employee 22,Non-Billable, 7.500 
10-04-2023,Employee 24,Billable, 7.500 
10-04-2023,Employee 24,Non-Billable, 0.500 
10-04-2023,Employee 25,Billable, 7.750 
10-04-2023,Employee 28,Non-Billable, 7.750 
10-04-2023,Employee 29,Non-Billable, 7.500 
10-04-2023,Employee 30,Billable, 5.500 
11-04-2023,Employee 03,Billable, 9.500 
11-04-2023,Employee 05,Billable, 6.333 
11-04-2023,Employee 06,Non-Billable, 7.750 
11-04-2023,Employee 07,Billable, 7.250 
11-04-2023,Employee 07,Non-Billable, 1.750 
11-04-2023,Employee 08,Billable, 9.000 
11-04-2023,Employee 10,Billable, 4.500 
11-04-2023,Employee 12,Billable, 6.500 
11-04-2023,Employee 12,Non-Billable, 1.250 
11-04-2023,Employee 15,Billable, 9.000 
11-04-2023,Employee 17,Billable, 6.000 
11-04-2023,Employee 19,Billable, 0.500 
11-04-2023,Employee 19,Non-Billable, 7.000 
11-04-2023,Employee 20,Billable, 7.500 
11-04-2023,Employee 21,Billable, 10.500 
11-04-2023,Employee 22,Billable, 6.500 
11-04-2023,Employee 24,Billable, 7.667 
11-04-2023,Employee 25,Billable, 7.250 
11-04-2023,Employee 28,Non-Billable, 7.500 
11-04-2023,Employee 29,Non-Billable, 8.250 
11-04-2023,Employee 30,Billable, 5.500 
12-04-2023,Employee 03,Billable, 10.500 
12-04-2023,Employee 05,Billable, 6.500 
12-04-2023,Employee 06,Non-Billable, 7.833 
12-04-2023,Employee 07,Billable, 7.250 
12-04-2023,Employee 07,Non-Billable, 1.500 
12-04-2023,Employee 08,Billable, 8.000 
12-04-2023,Employee 10,Billable, 4.117 
12-04-2023,Employee 12,Billable, 7.250 
12-04-2023,Employee 14,Billable, 5.083 
12-04-2023,Employee 15,Billable, 9.000 
12-04-2023,Employee 17,Billable, 5.000 
12-04-2023,Employee 19,Non-Billable, 7.000 
12-04-2023,Employee 21,Billable, 10.500 
12-04-2023,Employee 22,Billable, 7.000 
12-04-2023,Employee 24,Billable, 7.750 
12-04-2023,Employee 25,Billable, 7.667 
12-04-2023,Employee 28,Non-Billable, 7.000 
12-04-2023,Employee 29,Non-Billable, 8.000 
13-04-2023,Employee 03,Billable, 8.000 
13-04-2023,Employee 05,Billable, 6.250 
13-04-2023,Employee 06,Non-Billable, 7.667 
13-04-2023,Employee 07,Billable, 6.750 
13-04-2023,Employee 08,Billable, 9.750 
13-04-2023,Employee 10,Billable, 5.417 
13-04-2023,Employee 12,Billable, 6.000 
13-04-2023,Employee 12,Non-Billable, 1.000 
13-04-2023,Employee 15,Billable, 8.250 
13-04-2023,Employee 17,Billable, 8.500 
13-04-2023,Employee 19,Billable, 0.500 
13-04-2023,Employee 19,Non-Billable, 6.500 
13-04-2023,Employee 20,Billable, 7.750 
13-04-2023,Employee 21,Billable, 10.500 
13-04-2023,Employee 22,Billable, 7.500 
13-04-2023,Employee 24,Billable, 8.167 
13-04-2023,Employee 25,Billable, 8.250 
13-04-2023,Employee 26,Non-Billable, 8.000 
13-04-2023,Employee 28,Non-Billable, 7.250 
13-04-2023,Employee 29,Non-Billable, 7.750 
13-04-2023,Employee 30,Billable, 6.750 
14-04-2023,Employee 03,Billable, 8.000 
14-04-2023,Employee 05,Billable, 7.333 
14-04-2023,Employee 06,Non-Billable, 6.500 
14-04-2023,Employee 07,Billable, 8.250 
14-04-2023,Employee 09,Billable, 3.000 
14-04-2023,Employee 10,Billable, 3.733 
14-04-2023,Employee 12,Billable, 6.000 
14-04-2023,Employee 12,Non-Billable, 1.000 
14-04-2023,Employee 14,Billable, 7.250 
14-04-2023,Employee 19,Billable, 0.500 
14-04-2023,Employee 19,Non-Billable, 6.000 
14-04-2023,Employee 21,Billable, 10.500 
14-04-2023,Employee 22,Billable, 8.000 
14-04-2023,Employee 24,Billable, 4.250 
14-04-2023,Employee 24,Non-Billable, 3.500 
14-04-2023,Employee 25,Billable, 7.500 
14-04-2023,Employee 26,Non-Billable, 7.750 
14-04-2023,Employee 28,Non-Billable, 7.500 
14-04-2023,Employee 30,Billable, 8.500 
15-04-2023,Employee 05,Billable, 5.000 
16-04-2023,Employee 05,Billable, 4.000 
16-04-2023,Employee 10,Billable, 2.000 
17-04-2023,Employee 03,Billable, 8.000 
17-04-2023,Employee 05,Billable, 7.333 
17-04-2023,Employee 06,Billable, 7.833 
17-04-2023,Employee 10,Billable, 11.033 
17-04-2023,Employee 12,Billable, 7.000 
17-04-2023,Employee 14,Billable, 8.083 
17-04-2023,Employee 15,Billable, 4.333 
17-04-2023,Employee 15,Non-Billable, 4.000 
17-04-2023,Employee 17,Billable, 7.000 
17-04-2023,Employee 19,Non-Billable, 7.500 
17-04-2023,Employee 20,Billable, 7.000 
17-04-2023,Employee 21,Billable, 10.500 
17-04-2023,Employee 22,Billable, 7.500 
17-04-2023,Employee 26,Non-Billable, 8.750 
17-04-2023,Employee 28,Non-Billable, 7.750 
17-04-2023,Employee 29,Non-Billable, 8.417 
17-04-2023,Employee 30,Billable, 8.500 
18-04-2023,Employee 03,Billable, 9.500 
18-04-2023,Employee 05,Billable, 7.167 
18-04-2023,Employee 07,Billable, 7.833 
18-04-2023,Employee 08,Billable, 5.750 
18-04-2023,Employee 08,Non-Billable, 0.500 
18-04-2023,Employee 10,Billable, 7.733 
18-04-2023,Employee 12,Billable, 6.500 
18-04-2023,Employee 14,Billable, 7.500 
18-04-2023,Employee 14,Non-Billable, 1.000 
18-04-2023,Employee 15,Billable, 6.833 
18-04-2023,Employee 15,Non-Billable, 1.000 
18-04-2023,Employee 17,Billable, 7.500 
18-04-2023,Employee 19,Billable, 0.500 
18-04-2023,Employee 19,Non-Billable, 7.500 
18-04-2023,Employee 21,Billable, 10.500 
18-04-2023,Employee 22,Billable, 5.000 
18-04-2023,Employee 22,Non-Billable, 0.500 
18-04-2023,Employee 24,Billable, 6.750 
18-04-2023,Employee 26,Non-Billable, 9.083 
18-04-2023,Employee 29,Non-Billable, 8.500 
18-04-2023,Employee 30,Billable, 8.500 
19-04-2023,Employee 03,Billable, 9.500 
19-04-2023,Employee 05,Billable, 7.333 
19-04-2023,Employee 07,Billable, 7.083 
19-04-2023,Employee 07,Non-Billable, 0.500 
19-04-2023,Employee 08,Billable, 9.000 
19-04-2023,Employee 09,Billable, 2.000 
19-04-2023,Employee 10,Billable, 7.567 
19-04-2023,Employee 12,Billable, 7.000 
19-04-2023,Employee 15,Billable, 8.750 
19-04-2023,Employee 15,Non-Billable, 0.500 
19-04-2023,Employee 17,Billable, 6.000 
19-04-2023,Employee 19,Non-Billable, 7.500 
19-04-2023,Employee 20,Billable, 7.833 
19-04-2023,Employee 21,Billable, 10.500 
19-04-2023,Employee 22,Billable, 6.500 
19-04-2023,Employee 24,Billable, 5.667 
19-04-2023,Employee 24,Non-Billable, 2.500 
19-04-2023,Employee 26,Non-Billable, 8.000 
19-04-2023,Employee 29,Non-Billable, 7.500 
19-04-2023,Employee 30,Billable, 8.500 
20-04-2023,Employee 03,Billable, 10.500 
20-04-2023,Employee 05,Billable, 6.283 
20-04-2023,Employee 05,Non-Billable, 0.333 
20-04-2023,Employee 06,Billable, 5.500 
20-04-2023,Employee 06,Non-Billable, 2.000 
20-04-2023,Employee 07,Billable, 7.750 
20-04-2023,Employee 07,Non-Billable, 0.500 
20-04-2023,Employee 08,Billable, 7.667 
20-04-2023,Employee 10,Billable, 4.500 
20-04-2023,Employee 12,Billable, 6.500 
20-04-2023,Employee 14,Billable, 8.500 
20-04-2023,Employee 15,Billable, 7.250 
20-04-2023,Employee 17,Billable, 6.500 
20-04-2023,Employee 19,Billable, 1.000 
20-04-2023,Employee 19,Non-Billable, 6.500 
20-04-2023,Employee 20,Billable, 8.500 
20-04-2023,Employee 21,Billable, 10.500 
20-04-2023,Employee 22,Billable, 7.500 
20-04-2023,Employee 22,Non-Billable, 0.250 
20-04-2023,Employee 24,Billable, 7.500 
20-04-2023,Employee 26,Non-Billable, 7.500 
20-04-2023,Employee 28,Non-Billable, 7.250 
20-04-2023,Employee 29,Non-Billable, 8.917 
20-04-2023,Employee 30,Billable, 8.500 
21-04-2023,Employee 03,Billable, 8.000 
21-04-2023,Employee 06,Billable, 4.417 
21-04-2023,Employee 06,Non-Billable, 3.500 
21-04-2023,Employee 07,Billable, 7.000 
21-04-2023,Employee 07,Non-Billable, 0.667 
21-04-2023,Employee 08,Billable, 6.917 
21-04-2023,Employee 10,Billable, 8.000 
21-04-2023,Employee 14,Billable, 8.500 
21-04-2023,Employee 15,Billable, 7.750 
21-04-2023,Employee 17,Billable, 7.000 
21-04-2023,Employee 19,Billable, 3.000 
21-04-2023,Employee 19,Non-Billable, 4.500 
21-04-2023,Employee 20,Billable, 6.500 
21-04-2023,Employee 21,Billable, 10.500 
21-04-2023,Employee 22,Billable, 6.750 
21-04-2023,Employee 26,Non-Billable, 8.083 
21-04-2023,Employee 28,Non-Billable, 7.500 
21-04-2023,Employee 29,Billable, 7.083 
21-04-2023,Employee 29,Non-Billable, 7.667 
21-04-2023,Employee 30,Billable, 8.000 
23-04-2023,Employee 10,Billable, 1.000 
24-04-2023,Employee 03,Billable, 7.500 
24-04-2023,Employee 06,Billable, 7.750 
24-04-2023,Employee 07,Billable, 7.833 
24-04-2023,Employee 08,Billable, 7.083 
24-04-2023,Employee 10,Billable, 8.667 
24-04-2023,Employee 12,Billable, 7.000 
24-04-2023,Employee 15,Billable, 8.917 
24-04-2023,Employee 17,Billable, 8.333 
24-04-2023,Employee 19,Non-Billable, 7.000 
24-04-2023,Employee 20,Billable, 7.083 
24-04-2023,Employee 21,Billable, 10.000 
24-04-2023,Employee 22,Billable, 7.833 
24-04-2023,Employee 26,Non-Billable, 8.250 
24-04-2023,Employee 28,Billable, 5.000 
24-04-2023,Employee 28,Non-Billable, 2.667 
24-04-2023,Employee 29,Billable, 7.167 
24-04-2023,Employee 29,Non-Billable, 0.750 
24-04-2023,Employee 30,Billable, 9.000 
25-04-2023,Employee 03,Billable, 6.500 
25-04-2023,Employee 05,Billable, 5.333 
25-04-2023,Employee 05,Non-Billable, 1.000 
25-04-2023,Employee 06,Billable, 7.333 
25-04-2023,Employee 06,Non-Billable, 0.667 
25-04-2023,Employee 07,Billable, 7.750 
25-04-2023,Employee 08,Billable, 8.167 
25-04-2023,Employee 10,Billable, 7.833 
25-04-2023,Employee 12,Billable, 7.500 
25-04-2023,Employee 14,Billable, 7.750 
25-04-2023,Employee 15,Billable, 7.917 
25-04-2023,Employee 17,Billable, 8.000 
25-04-2023,Employee 19,Billable, 3.000 
25-04-2023,Employee 19,Non-Billable, 4.250 
25-04-2023,Employee 20,Billable, 6.167 
25-04-2023,Employee 21,Billable, 12.000 
25-04-2023,Employee 22,Billable, 7.667 
25-04-2023,Employee 26,Non-Billable, 7.750 
25-04-2023,Employee 28,Billable, 6.500 
25-04-2023,Employee 28,Non-Billable, 1.500 
25-04-2023,Employee 29,Billable, 8.250 
25-04-2023,Employee 29,Non-Billable, 0.500 
25-04-2023,Employee 30,Billable, 9.500 
26-04-2023,Employee 03,Billable, 7.000 
26-04-2023,Employee 05,Billable, 6.500 
26-04-2023,Employee 06,Billable, 3.250 
26-04-2023,Employee 07,Billable, 7.000 
26-04-2023,Employee 08,Billable, 8.333 
26-04-2023,Employee 10,Billable, 5.917 
26-04-2023,Employee 12,Billable, 7.000 
26-04-2023,Employee 14,Billable, 7.500 
26-04-2023,Employee 15,Billable, 7.500 
26-04-2023,Employee 17,Billable, 8.000 
26-04-2023,Employee 20,Billable, 4.750 
26-04-2023,Employee 21,Billable, 10.000 
26-04-2023,Employee 22,Billable, 5.750 
26-04-2023,Employee 22,Non-Billable, 2.000 
