SNo,E. Code,Name,Shift,S. InTime,S. OutTime,A. InTime,A. OutTime,Work Dur.,OT,Tot. Dur.,LateBy,EarlyGoingBy,Status,Punch Records,Date,In_Hours,Missed_swipe_ins,Missed_swipe_outs,Difference
35,00049,00049,GS,09:30,23:30,14:45,20:34,5:49,00:00,5:49,5:15,2:55,Present ,"14:45:in(Aidas Tech),14:45:(Aidas Tech),16:08:out(Aidas Tech),16:21:in(Aidas Tech),16:21:(Aidas Tech),17:03:out(Aidas Tech),17:03:(Aidas Tech),17:58:in(Aidas Tech),18:17:out(Aidas Tech),18:41:in(Aidas Tech),18:48:out(Aidas Tech),19:17:in(Aidas Tech),19:52:out(Aidas Tech),19:52:(Aidas Tech),20:34:in(Aidas Tech),",2023-04-19 00:00:00,03:06,0,4,02:43
1,00000,00000,GS,09:30,23:30,10:22,17:42,7:20,00:00,7:20,00:52,5:47,Present ,"10:22:in(Aidas Tech),10:51:out(Aidas Tech),10:53:(Aidas Tech),13:14:in(Aidas Tech),13:53:out(Aidas Tech),15:17:in(Aidas Tech),15:19:(Aidas Tech),17:42:out(Aidas Tech),",2023-04-20 00:00:00,03:31,0,2,03:49
6,0003,0003,GS,09:30,23:30,12:22,22:05,9:43,00:00,9:43,2:52,1:24,Present ,"12:22:in(Aidas Tech),12:53:out(Aidas Tech),12:54:(Aidas Tech),13:36:in(Aidas Tech),15:18:out(Aidas Tech),15:44:in(Aidas Tech),17:06:out(Aidas Tech),17:46:in(Aidas Tech),18:59:out(Aidas Tech),19:00:(Aidas Tech),19:59:in(Aidas Tech),20:12:out(Aidas Tech),21:12:in(Aidas Tech),22:05:out(Aidas Tech),",2023-04-20 00:00:00,05:54,0,2,03:49
7,00005,00005,GS,09:30,23:30,11:17,21:27,10:10,00:00,10:10,1:47,2:02,Present ,"11:17:in(Aidas Tech),11:44:out(Aidas Tech),11:45:(Aidas Tech),11:45:(Aidas Tech),13:16:in(Aidas Tech),13:50:out(Aidas Tech),13:50:(Aidas Tech),14:20:in(Aidas Tech),14:21:(Aidas Tech),17:13:out(Aidas Tech),17:17:(Aidas Tech),17:47:in(Aidas Tech),20:29:out(Aidas Tech),20:31:(Aidas Tech),20:31:(Aidas Tech),21:27:in(Aidas Tech),",2023-04-20 00:00:00,06:35,0,7,03:35
8,006,006,GS,09:30,23:30,12:58,21:37,8:39,00:00,8:39,3:28,1:52,Present ,"12:58:in(Aidas Tech),12:58:(Aidas Tech),17:35:out(Aidas Tech),17:38:(Aidas Tech),20:05:in(Aidas Tech),20:08:(Aidas Tech),20:08:(Aidas Tech),21:37:out(Aidas Tech),",2023-04-20 00:00:00,06:06,0,4,02:33
11,0008,0008,GS,09:30,23:30,13:07,20:11,7:04,00:00,7:04,3:37,3:18,Present ,"13:07:in(Aidas Tech),15:38:out(Aidas Tech),15:40:(Aidas Tech),15:40:(Aidas Tech),18:45:in(Aidas Tech),18:48:(Aidas Tech),18:48:(Aidas Tech),20:11:out(Aidas Tech),",2023-04-20 00:00:00,03:54,0,4,03:10
12,0009,0009,GS,09:30,23:30,14:15,20:09,5:54,00:00,5:54,4:45,3:20,Present ,"14:15:in(Aidas Tech),15:24:out(Aidas Tech),15:28:(Aidas Tech),15:28:(Aidas Tech),16:31:in(Aidas Tech),16:36:out(Aidas Tech),16:36:(Aidas Tech),17:12:in(Aidas Tech),17:47:out(Aidas Tech),18:40:in(Aidas Tech),18:43:(Aidas Tech),18:43:(Aidas Tech),20:09:out(Aidas Tech),",2023-04-20 00:00:00,03:15,0,5,02:39
13,010,010,GS,09:30,23:30,09:08,18:03,8:34,00:00,8:34,00:00,5:26,Present ,"09:08:in(Aidas Tech),09:51:out(Aidas Tech),10:18:in(Aidas Tech),11:54:out(Aidas Tech),12:03:in(Aidas Tech),13:16:out(Aidas Tech),13:58:in(Aidas Tech),17:40:out(Aidas Tech),17:47:in(Aidas Tech),18:03:out(Aidas Tech),",2023-04-20 00:00:00,07:30,0,0,01:04
14,00015,00015,GS,09:30,23:30,11:43,22:06,10:23,00:00,10:23,2:13,1:23,Present ,"11:43:in(Aidas Tech),13:24:out(Aidas Tech),13:55:in(Aidas Tech),15:14:out(Aidas Tech),15:32:in(Aidas Tech),17:26:out(Aidas Tech),17:42:in(Aidas Tech),19:22:out(Aidas Tech),19:24:(Aidas Tech),19:24:(Aidas Tech),20:55:in(Aidas Tech),21:12:out(Aidas Tech),21:25:in(Aidas Tech),21:26:(Aidas Tech),22:06:out(Aidas Tech),",2023-04-20 00:00:00,07:31,0,3,02:52
16,00018,00018,GS,09:30,23:30,08:08,16:53,7:24,00:00,7:24,00:00,6:36,Present ,"08:08:in(Aidas Tech),08:51:out(Aidas Tech),08:56:(Aidas Tech),10:57:in(Aidas Tech),11:03:out(Aidas Tech),11:22:in(Aidas Tech),11:44:out(Aidas Tech),11:44:(Aidas Tech),13:14:in(Aidas Tech),13:56:out(Aidas Tech),13:56:(Aidas Tech),16:38:in(Aidas Tech),16:43:out(Aidas Tech),16:53:in(Aidas Tech),",2023-04-20 00:00:00,01:58,0,3,05:26
17,00019,00019,GS,09:30,23:30,12:31,20:40,8:09,00:00,8:09,3:01,2:49,Present ,"12:31:in(Aidas Tech),15:29:out(Aidas Tech),15:49:in(Aidas Tech),17:12:out(Aidas Tech),17:53:in(Aidas Tech),19:58:out(Aidas Tech),20:00:(Aidas Tech),20:00:(Aidas Tech),20:40:in(Aidas Tech),",2023-04-20 00:00:00,06:26,0,2,01:43
18,00021,00021,GS,09:30,23:30,09:36,18:32,8:56,00:00,8:56,00:00,4:57,Present ,"09:36:in(Aidas Tech),11:21:out(Aidas Tech),13:14:in(Aidas Tech),13:53:out(Aidas Tech),14:06:in(Aidas Tech),14:13:out(Aidas Tech),17:19:in(Aidas Tech),18:32:out(Aidas Tech),",2023-04-20 00:00:00,03:44,0,0,05:12
20,00026,00026,GS,09:30,23:30,14:15,20:40,6:25,00:00,6:25,4:45,2:49,Present ,"14:15:in(Aidas Tech),14:15:(Aidas Tech),17:11:out(Aidas Tech),17:47:in(Aidas Tech),19:57:out(Aidas Tech),19:59:(Aidas Tech),20:40:in(Aidas Tech),",2023-04-20 00:00:00,05:06,0,2,01:19
21,00027,00027,GS,09:30,23:30,10:40,20:44,10:04,00:00,10:04,1:10,2:45,Present ,"10:40:in(Aidas Tech),10:47:out(Aidas Tech),11:15:in(Aidas Tech),12:14:out(Aidas Tech),12:16:(Aidas Tech),12:16:(Aidas Tech),13:16:in(Aidas Tech),13:58:out(Aidas Tech),14:46:in(Aidas Tech),14:46:(Aidas Tech),15:25:out(Aidas Tech),15:27:(Aidas Tech),15:27:(Aidas Tech),16:57:in(Aidas Tech),17:22:out(Aidas Tech),17:24:(Aidas Tech),17:25:(Aidas Tech),18:20:in(Aidas Tech),18:22:(Aidas Tech),18:56:out(Aidas Tech),18:59:(Aidas Tech),18:59:(Aidas Tech),19:34:in(Aidas Tech),19:34:(Aidas Tech),19:49:out(Aidas Tech),19:51:(Aidas Tech),20:44:in(Aidas Tech),",2023-04-20 00:00:00,03:41,0,12,06:23
22,00028,00028,GS,09:30,23:30,13:21,18:53,5:32,00:00,5:32,3:51,4:36,Present ,"13:21:in(Aidas Tech),15:10:out(Aidas Tech),15:44:in(Aidas Tech),17:14:out(Aidas Tech),17:46:in(Aidas Tech),18:53:out(Aidas Tech),",2023-04-20 00:00:00,04:26,0,0,01:06
23,00030,00030,GS,09:30,23:30,09:31,20:24,10:53,00:00,10:53,00:00,3:05,Present ,"09:31:in(Aidas Tech),09:31:(Aidas Tech),09:51:out(Aidas Tech),10:18:in(Aidas Tech),13:16:out(Aidas Tech),13:58:in(Aidas Tech),17:08:out(Aidas Tech),17:39:in(Aidas Tech),20:24:out(Aidas Tech),",2023-04-20 00:00:00,09:13,0,1,01:40
27,00035,00035,GS,09:30,23:30,14:15,21:37,7:22,00:00,7:22,4:45,1:52,Present ,"14:15:in(Aidas Tech),14:15:(Aidas Tech),20:11:out(Aidas Tech),20:15:(Aidas Tech),20:15:(Aidas Tech),21:37:in(Aidas Tech),",2023-04-20 00:00:00,05:56,0,3,01:26
30,000039,00048,GS,09:30,23:30,10:58,21:37,10:37,00:00,10:37,1:28,1:54,Present ,"10:58:in(Aidas Tech),10:58:(Aidas Tech),11:21:out(Aidas Tech),11:44:in(Aidas Tech),11:44:(Aidas Tech),11:44:(Aidas Tech),12:26:out(Aidas Tech),14:21:in(Aidas Tech),14:21:(Aidas Tech),14:22:(Aidas Tech),14:44:out(Aidas Tech),14:44:(Aidas Tech),16:28:in(Aidas Tech),16:31:(Aidas Tech),16:31:(Aidas Tech),17:58:out(Aidas Tech),19:00:in(Aidas Tech),20:42:out(Aidas Tech),21:35:in(Aidas Tech),21:37:(Aidas Tech),",2023-04-20 00:00:00,04:36,0,9,06:01
31,00041,00041,GS,09:30,23:30,10:07,20:24,10:17,00:00,10:17,00:37,3:05,Present ,"10:07:in(Aidas Tech),10:47:out(Aidas Tech),11:15:in(Aidas Tech),12:03:out(Aidas Tech),13:16:in(Aidas Tech),13:58:out(Aidas Tech),17:08:in(Aidas Tech),17:37:out(Aidas Tech),18:38:in(Aidas Tech),18:55:out(Aidas Tech),19:36:in(Aidas Tech),19:40:(Aidas Tech),20:24:out(Aidas Tech),",2023-04-20 00:00:00,03:40,0,1,06:37
32,00045,00045,GS,09:30,23:30,11:17,21:27,10:10,00:00,10:10,1:47,2:02,Present ,"11:17:in(Aidas Tech),13:13:out(Aidas Tech),13:49:in(Aidas Tech),14:22:out(Aidas Tech),14:37:in(Aidas Tech),17:10:out(Aidas Tech),17:37:in(Aidas Tech),18:52:out(Aidas Tech),19:13:in(Aidas Tech),21:27:out(Aidas Tech),",2023-04-20 00:00:00,08:31,0,0,01:39
33,0045,0045,GS,09:30,23:30,11:48,20:10,8:22,00:00,8:22,2:18,3:19,Present ,"11:48:in(Aidas Tech),14:21:out(Aidas Tech),14:34:in(Aidas Tech),14:34:(Aidas Tech),17:27:out(Aidas Tech),17:47:in(Aidas Tech),18:56:out(Aidas Tech),18:59:(Aidas Tech),20:10:in(Aidas Tech),",2023-04-20 00:00:00,06:35,0,2,01:47
34,00046,00046,GS,09:30,23:30,10:57,17:58,7:01,00:00,7:01,1:27,5:31,Present ,"10:57:in(Aidas Tech),10:57:(Aidas Tech),11:03:out(Aidas Tech),11:08:(Aidas Tech),11:08:(Aidas Tech),11:51:in(Aidas Tech),11:51:(Aidas Tech),13:14:out(Aidas Tech),13:49:in(Aidas Tech),13:51:(Aidas Tech),13:52:(Aidas Tech),13:52:(Aidas Tech),13:59:out(Aidas Tech),13:59:(Aidas Tech),14:25:in(Aidas Tech),14:29:(Aidas Tech),14:29:(Aidas Tech),15:33:out(Aidas Tech),15:37:(Aidas Tech),17:09:in(Aidas Tech),17:12:(Aidas Tech),17:58:out(Aidas Tech),",2023-04-20 00:00:00,03:26,0,12,03:35
35,00049,00049,GS,09:30,23:30,14:48,20:42,5:54,00:00,5:54,5:18,2:47,Present ,"14:48:in(Aidas Tech),15:44:out(Aidas Tech),15:46:(Aidas Tech),16:57:in(Aidas Tech),17:27:out(Aidas Tech),17:42:in(Aidas Tech),17:43:(Aidas Tech),18:54:out(Aidas Tech),19:08:in(Aidas Tech),20:08:out(Aidas Tech),20:09:(Aidas Tech),20:42:in(Aidas Tech),",2023-04-20 00:00:00,03:37,0,3,02:17
1,00000,00000,GS,09:30,23:30,09:24,18:26,8:57,00:00,8:57,00:00,5:03,Present ,"09:24:in(Aidas Tech),13:51:out(Aidas Tech),14:50:in(Aidas Tech),14:50:(Aidas Tech),18:26:out(Aidas Tech),",2023-04-21 00:00:00,08:03,0,1,00:54
6,0003,0003,GS,09:30,23:30,11:05,22:41,11:36,00:00,11:36,1:35,00:48,Present ,"11:05:in(Aidas Tech),11:36:out(Aidas Tech),11:49:in(Aidas Tech),14:34:out(Aidas Tech),16:34:in(Aidas Tech),18:56:out(Aidas Tech),20:04:in(Aidas Tech),20:06:(Aidas Tech),20:22:out(Aidas Tech),21:03:in(Aidas Tech),21:18:out(Aidas Tech),21:56:in(Aidas Tech),21:57:(Aidas Tech),22:41:out(Aidas Tech),",2023-04-21 00:00:00,06:53,0,2,04:43
7,00005,00005,GS,09:30,23:30,12:21,21:39,9:18,00:00,9:18,2:51,1:50,Present ,"12:21:in(Aidas Tech),13:37:out(Aidas Tech),14:10:in(Aidas Tech),14:10:(Aidas Tech),17:45:out(Aidas Tech),18:30:in(Aidas Tech),18:30:(Aidas Tech),18:31:(Aidas Tech),20:22:out(Aidas Tech),21:39:in(Aidas Tech),",2023-04-21 00:00:00,06:42,0,3,02:36
10,00007,00007,GS,09:30,23:30,14:02,19:59,5:57,00:00,5:57,4:32,3:30,Present ,"14:02:in(Aidas Tech),16:59:out(Aidas Tech),17:31:in(Aidas Tech),19:04:out(Aidas Tech),19:07:(Aidas Tech),19:07:(Aidas Tech),19:59:in(Aidas Tech),",2023-04-21 00:00:00,04:30,0,2,01:27
11,0008,0008,GS,09:30,23:30,13:20,21:21,8:01,00:00,8:01,3:50,2:08,Present ,"13:20:in(Aidas Tech),14:42:out(Aidas Tech),14:44:(Aidas Tech),17:00:in(Aidas Tech),17:31:out(Aidas Tech),17:31:(Aidas Tech),19:06:in(Aidas Tech),19:10:(Aidas Tech),19:10:(Aidas Tech),21:21:out(Aidas Tech),",2023-04-21 00:00:00,04:04,0,4,03:57
13,010,010,GS,09:30,23:30,09:02,18:09,8:40,00:00,8:40,00:00,5:20,Present ,"09:02:in(Aidas Tech),10:08:out(Aidas Tech),10:40:in(Aidas Tech),10:56:out(Aidas Tech),11:07:in(Aidas Tech),13:29:out(Aidas Tech),13:37:in(Aidas Tech),14:11:out(Aidas Tech),15:07:in(Aidas Tech),15:33:out(Aidas Tech),15:50:in(Aidas Tech),18:09:out(Aidas Tech),",2023-04-21 00:00:00,07:03,0,0,01:37
14,00015,00015,GS,09:30,23:30,11:04,17:41,6:37,00:00,6:37,1:34,5:48,Present ,"11:04:in(Aidas Tech),11:04:(Aidas Tech),13:51:out(Aidas Tech),14:20:in(Aidas Tech),14:21:(Aidas Tech),14:22:(Aidas Tech),16:59:out(Aidas Tech),17:41:in(Aidas Tech),",2023-04-21 00:00:00,05:24,0,3,01:13
16,00018,00018,GS,09:30,23:30,08:07,17:12,7:43,00:00,7:43,00:00,6:17,Present ,"08:07:in(Aidas Tech),08:12:(Aidas Tech),08:12:out(Aidas Tech),11:08:in(Aidas Tech),11:34:out(Aidas Tech),13:51:in(Aidas Tech),14:45:out(Aidas Tech),17:12:in(Aidas Tech),",2023-04-21 00:00:00,01:20,0,1,06:23
17,00019,00019,GS,09:30,23:30,12:23,20:05,7:42,00:00,7:42,2:53,3:24,Present ,"12:23:in(Aidas Tech),14:07:out(Aidas Tech),14:13:in(Aidas Tech),14:20:out(Aidas Tech),14:54:in(Aidas Tech),15:43:out(Aidas Tech),15:49:in(Aidas Tech),17:38:out(Aidas Tech),17:43:in(Aidas Tech),17:45:(Aidas Tech),18:29:out(Aidas Tech),20:05:in(Aidas Tech),",2023-04-21 00:00:00,05:13,0,1,02:29
18,00021,00021,GS,09:30,23:30,10:45,19:02,8:17,00:00,8:17,1:15,4:27,Present ,"10:45:in(Aidas Tech),13:12:out(Aidas Tech),13:15:(Aidas Tech),13:51:in(Aidas Tech),14:47:out(Aidas Tech),16:46:in(Aidas Tech),16:58:out(Aidas Tech),17:15:in(Aidas Tech),17:16:(Aidas Tech),17:16:(Aidas Tech),18:01:out(Aidas Tech),18:01:(Aidas Tech),18:32:in(Aidas Tech),18:42:out(Aidas Tech),18:43:(Aidas Tech),18:46:(Aidas Tech),19:02:in(Aidas Tech),",2023-04-21 00:00:00,04:30,0,6,03:47
19,00024,00024,GS,09:30,23:30,14:02,19:59,5:57,00:00,5:57,4:32,3:30,Present ,"14:02:in(Aidas Tech),16:59:out(Aidas Tech),17:31:in(Aidas Tech),18:54:out(Aidas Tech),19:59:in(Aidas Tech),",2023-04-21 00:00:00,04:20,0,0,01:37
20,00026,00026,GS,09:30,23:30,14:26,21:29,7:03,00:00,7:03,4:56,2:00,Present ,"14:26:in(Aidas Tech),14:26:(Aidas Tech),14:27:(Aidas Tech),14:56:out(Aidas Tech),15:42:in(Aidas Tech),15:43:(Aidas Tech),15:43:(Aidas Tech),17:45:out(Aidas Tech),18:26:in(Aidas Tech),19:05:out(Aidas Tech),19:07:(Aidas Tech),20:06:in(Aidas Tech),20:22:out(Aidas Tech),21:29:in(Aidas Tech),",2023-04-21 00:00:00,03:26,0,5,03:37
21,00027,00027,GS,09:30,23:30,11:50,20:05,8:15,00:00,8:15,2:20,3:24,Present ,"11:50:in(Aidas Tech),15:07:out(Aidas Tech),20:05:in(Aidas Tech),",2023-04-21 00:00:00,03:17,0,0,04:58
22,00028,00028,GS,09:30,23:30,12:49,18:11,5:22,00:00,5:22,3:19,5:18,Present ,"12:49:in(Aidas Tech),13:48:out(Aidas Tech),14:36:in(Aidas Tech),16:34:out(Aidas Tech),16:57:in(Aidas Tech),17:05:out(Aidas Tech),17:12:in(Aidas Tech),18:11:out(Aidas Tech),",2023-04-21 00:00:00,04:04,0,0,01:18
23,00030,00030,GS,09:30,23:30,09:36,19:59,10:23,00:00,10:23,00:00,3:30,Present ,"09:36:in(Aidas Tech),10:08:out(Aidas Tech),10:40:in(Aidas Tech),14:11:out(Aidas Tech),15:08:in(Aidas Tech),18:27:out(Aidas Tech),19:36:in(Aidas Tech),19:59:out(Aidas Tech),",2023-04-21 00:00:00,07:45,0,0,02:38
27,00035,00035,GS,09:30,23:30,13:58,22:05,8:07,00:00,8:07,4:28,1:24,Present ,"13:58:in(Aidas Tech),18:53:out(Aidas Tech),18:57:(Aidas Tech),18:57:(Aidas Tech),22:05:in(Aidas Tech),",2023-04-21 00:00:00,04:55,0,2,03:12
29,00038,00038,GS,09:30,23:30,11:01,17:53,6:52,00:00,6:52,1:31,5:36,Present ,"11:01:in(Aidas Tech),11:04:(Aidas Tech),11:07:out(Aidas Tech),11:07:(Aidas Tech),11:36:in(Aidas Tech),11:52:out(Aidas Tech),11:52:(Aidas Tech),13:10:in(Aidas Tech),13:11:(Aidas Tech),13:11:(Aidas Tech),14:34:out(Aidas Tech),14:34:(Aidas Tech),14:55:in(Aidas Tech),17:00:out(Aidas Tech),17:53:in(Aidas Tech),",2023-04-21 00:00:00,03:47,0,6,03:05
30,000039,00048,GS,09:30,23:30,12:39,22:05,9:24,00:00,9:24,3:09,1:26,Present ,"12:39:in(Aidas Tech),12:39:(Aidas Tech),13:04:out(Aidas Tech),13:59:in(Aidas Tech),13:59:(Aidas Tech),15:05:out(Aidas Tech),15:22:in(Aidas Tech),15:22:(Aidas Tech),17:12:out(Aidas Tech),19:13:in(Aidas Tech),20:23:out(Aidas Tech),20:23:(Aidas Tech),20:23:(Aidas Tech),21:53:in(Aidas Tech),22:03:out(Aidas Tech),22:03:(Aidas Tech),22:05:(Aidas Tech),",2023-04-21 00:00:00,04:41,0,6,04:43
31,00041,00041,GS,09:30,23:30,09:36,20:12,10:36,00:00,10:36,00:00,3:17,Present ,"09:36:in(Aidas Tech),10:08:out(Aidas Tech),10:40:in(Aidas Tech),11:32:out(Aidas Tech),11:32:(Aidas Tech),14:11:in(Aidas Tech),15:07:out(Aidas Tech),15:33:in(Aidas Tech),15:50:out(Aidas Tech),18:27:in(Aidas Tech),19:36:out(Aidas Tech),19:37:(Aidas Tech),19:42:in(Aidas Tech),19:42:(Aidas Tech),20:12:out(Aidas Tech),",2023-04-21 00:00:00,04:16,0,3,06:20
32,00045,00045,GS,09:30,23:30,11:50,21:39,9:47,00:00,9:47,2:20,1:52,Present ,"11:50:in(Aidas Tech),13:01:out(Aidas Tech),13:03:(Aidas Tech),13:37:in(Aidas Tech),14:08:out(Aidas Tech),18:07:in(Aidas Tech),18:08:(Aidas Tech),18:09:(Aidas Tech),18:20:out(Aidas Tech),18:20:(Aidas Tech),21:06:in(Aidas Tech),21:26:out(Aidas Tech),21:29:(Aidas Tech),21:37:in(Aidas Tech),21:39:(Aidas Tech),",2023-04-21 00:00:00,02:13,0,6,07:34
33,0045,0045,GS,09:30,23:30,11:52,20:05,8:13,00:00,8:13,2:22,3:24,Present ,"11:52:in(Aidas Tech),13:37:out(Aidas Tech),14:09:in(Aidas Tech),14:10:(Aidas Tech),16:33:out(Aidas Tech),16:35:(Aidas Tech),16:35:(Aidas Tech),17:49:in(Aidas Tech),18:26:out(Aidas Tech),18:26:(Aidas Tech),19:08:in(Aidas Tech),19:10:(Aidas Tech),20:05:out(Aidas Tech),",2023-04-21 00:00:00,05:40,0,5,02:33
34,00046,00046,GS,09:30,23:30,12:37,18:01,5:24,00:00,5:24,3:07,5:28,Present ,"12:37:in(Aidas Tech),12:37:(Aidas Tech),12:41:(Aidas Tech),12:55:out(Aidas Tech),13:37:in(Aidas Tech),15:36:out(Aidas Tech),15:43:in(Aidas Tech),15:43:(Aidas Tech),17:47:out(Aidas Tech),17:51:(Aidas Tech),18:01:in(Aidas Tech),",2023-04-21 00:00:00,04:17,0,4,01:07
35,00049,00049,GS,09:30,23:30,15:27,20:05,4:38,00:00,4:38,5:57,3:24,Present ,"15:27:in(Aidas Tech),15:27:(Aidas Tech),16:03:out(Aidas Tech),16:03:(Aidas Tech),16:03:(Aidas Tech),16:56:in(Aidas Tech),16:59:(Aidas Tech),17:52:out(Aidas Tech),17:52:(Aidas Tech),18:06:in(Aidas Tech),18:06:(Aidas Tech),18:55:out(Aidas Tech),19:20:in(Aidas Tech),19:44:out(Aidas Tech),19:48:(Aidas Tech),19:48:(Aidas Tech),20:05:in(Aidas Tech),",2023-04-21 00:00:00,02:42,0,8,01:56
1,00000,00000,GS,09:30,23:30,09:26,18:00,8:31,00:00,8:31,00:00,5:29,Present ,"09:26:in(Aidas Tech),09:26:(Aidas Tech),11:18:out(Aidas Tech),11:30:in(Aidas Tech),11:30:(Aidas Tech),13:34:out(Aidas Tech),14:14:in(Aidas Tech),14:14:(Aidas Tech),15:52:out(Aidas Tech),15:55:(Aidas Tech),15:55:(Aidas Tech),18:00:in(Aidas Tech),",2023-04-24 00:00:00,05:34,0,5,02:57
6,0003,0003,GS,09:30,23:30,11:20,21:16,9:56,00:00,9:56,1:50,2:13,Present ,"11:20:in(Aidas Tech),11:38:out(Aidas Tech),11:58:in(Aidas Tech),13:23:out(Aidas Tech),13:31:in(Aidas Tech),14:16:out(Aidas Tech),17:07:in(Aidas Tech),17:50:out(Aidas Tech),18:42:in(Aidas Tech),18:44:(Aidas Tech),20:06:out(Aidas Tech),20:08:(Aidas Tech),20:12:in(Aidas Tech),20:27:out(Aidas Tech),21:16:in(Aidas Tech),",2023-04-24 00:00:00,04:48,0,2,05:08
7,00005,00005,GS,09:30,23:30,14:09,21:11,7:02,00:00,7:02,4:39,2:18,Present ,"14:09:in(Aidas Tech),17:34:out(Aidas Tech),18:11:in(Aidas Tech),18:30:out(Aidas Tech),18:44:in(Aidas Tech),18:44:(Aidas Tech),19:07:out(Aidas Tech),19:08:(Aidas Tech),21:11:in(Aidas Tech),",2023-04-24 00:00:00,04:07,0,2,02:55
10,00007,00007,GS,09:30,23:30,14:34,19:51,5:17,00:00,5:17,5:04,3:38,Present ,"14:34:in(Aidas Tech),16:35:out(Aidas Tech),16:41:in(Aidas Tech),16:41:(Aidas Tech),19:51:out(Aidas Tech),",2023-04-24 00:00:00,05:11,0,1,00:06
11,0008,0008,GS,09:30,23:30,12:49,20:04,7:15,00:00,7:15,3:19,3:25,Present ,"12:49:in(Aidas Tech),12:49:(Aidas Tech),14:04:out(Aidas Tech),14:06:(Aidas Tech),14:07:(Aidas Tech),15:38:in(Aidas Tech),15:40:(Aidas Tech),15:40:(Aidas Tech),16:15:out(Aidas Tech),16:37:in(Aidas Tech),16:37:(Aidas Tech),18:17:out(Aidas Tech),18:21:(Aidas Tech),18:21:(Aidas Tech),20:04:in(Aidas Tech),",2023-04-24 00:00:00,03:30,0,8,03:45
12,0009,0009,GS,09:30,23:30,14:02,21:16,7:14,00:00,7:14,4:32,2:13,Present ,"14:02:in(Aidas Tech),16:27:out(Aidas Tech),16:34:in(Aidas Tech),16:34:(Aidas Tech),16:35:(Aidas Tech),17:35:out(Aidas Tech),18:11:in(Aidas Tech),18:11:(Aidas Tech),20:06:out(Aidas Tech),20:29:in(Aidas Tech),21:16:out(Aidas Tech),",2023-04-24 00:00:00,06:07,0,3,01:07
13,010,010,GS,09:30,23:30,09:43,18:04,8:21,00:00,8:21,00:00,5:25,Present ,"09:43:in(Aidas Tech),10:41:out(Aidas Tech),11:00:in(Aidas Tech),12:06:out(Aidas Tech),12:17:in(Aidas Tech),13:11:out(Aidas Tech),13:51:in(Aidas Tech),13:53:(Aidas Tech),14:00:out(Aidas Tech),16:59:in(Aidas Tech),17:10:out(Aidas Tech),18:04:in(Aidas Tech),",2023-04-24 00:00:00,03:16,0,1,05:05
14,00015,00015,GS,09:30,23:30,10:41,20:28,9:47,00:00,9:47,1:11,3:01,Present ,"10:41:in(Aidas Tech),11:13:out(Aidas Tech),11:26:in(Aidas Tech),11:26:(Aidas Tech),13:36:out(Aidas Tech),14:01:in(Aidas Tech),15:45:out(Aidas Tech),17:50:in(Aidas Tech),20:13:out(Aidas Tech),20:14:(Aidas Tech),20:14:(Aidas Tech),20:28:in(Aidas Tech),",2023-04-24 00:00:00,06:49,0,3,02:58
16,00018,00018,GS,09:30,23:30,08:11,17:11,7:42,00:00,7:42,00:00,6:18,Present ,"08:11:in(Aidas Tech),11:18:out(Aidas Tech),11:30:in(Aidas Tech),13:34:out(Aidas Tech),14:14:in(Aidas Tech),17:11:out(Aidas Tech),",2023-04-24 00:00:00,08:08,0,0,-1:34
17,00019,00019,GS,09:30,23:30,14:57,21:10,6:13,00:00,6:13,5:27,2:19,Present ,"14:57:in(Aidas Tech),16:15:out(Aidas Tech),16:36:in(Aidas Tech),18:44:out(Aidas Tech),18:58:in(Aidas Tech),21:10:out(Aidas Tech),",2023-04-24 00:00:00,05:38,0,0,00:35
19,00024,00024,GS,09:30,23:30,14:34,19:49,5:15,00:00,5:15,5:04,3:40,Present ,"14:34:in(Aidas Tech),19:49:out(Aidas Tech),",2023-04-24 00:00:00,05:15,0,0,00:00
20,00026,00026,GS,09:30,23:30,14:38,21:16,6:38,00:00,6:38,5:08,2:13,Present ,"14:38:in(Aidas Tech),16:13:out(Aidas Tech),16:16:(Aidas Tech),17:34:in(Aidas Tech),18:11:out(Aidas Tech),18:11:(Aidas Tech),20:16:in(Aidas Tech),20:18:(Aidas Tech),21:16:out(Aidas Tech),",2023-04-24 00:00:00,03:10,0,3,03:28
21,00027,00027,GS,09:30,23:30,11:35,21:16,9:41,00:00,9:41,2:05,2:13,Present ,"11:35:in(Aidas Tech),12:27:out(Aidas Tech),12:43:in(Aidas Tech),12:54:out(Aidas Tech),12:54:(Aidas Tech),13:04:in(Aidas Tech),13:11:out(Aidas Tech),13:51:in(Aidas Tech),14:04:out(Aidas Tech),14:14:in(Aidas Tech),14:48:out(Aidas Tech),14:50:(Aidas Tech),15:25:in(Aidas Tech),15:54:out(Aidas Tech),16:57:in(Aidas Tech),16:59:(Aidas Tech),18:19:out(Aidas Tech),18:21:(Aidas Tech),19:01:in(Aidas Tech),21:16:out(Aidas Tech),",2023-04-24 00:00:00,06:01,0,4,03:40
